2	5	14	29	39	48
2	5	15	21	40	44
2	5	15	26	29	48
2	5	17	19	24	38
2	5	18	23	24	41
2	5	18	27	32	34
2	5	18	35	36	46
2	5	19	23	34	47
2	5	19	27	29	37
2	5	20	24	34	35
2	5	20	32	38	47
2	5	21	26	39	40
2	5	22	40	42	48
2	5	23	27	36	38
2	5	23	35	37	47
2	5	24	30	34	46
2	5	24	32	37	43
2	5	24	36	41	47
2	5	27	29	42	46
2	5	27	30	43	47
2	5	30	35	38	41
2	5	36	37	42	43
2	6	12	14	22	46
2	6	12	29	48	49
2	6	12	39	42	44
2	6	13	19	29	40
2	6	13	20	40	42
2	6	13	21	37	40
2	6	13	40	41	46
2	6	14	19	22	37
2	6	14	20	22	41
2	6	14	22	27	42
2	6	19	20	48	49
2	6	19	27	39	44
2	6	21	39	41	44
2	6	21	42	48	49
2	6	27	46	48	49
2	6	37	39	44	46
2	6	37	41	48	49
2	8	12	17	19	47
2	8	12	18	21	38
2	8	12	21	32	35
2	8	12	27	30	32
2	8	12	34	36	41
2	8	17	20	21	47
2	8	17	27	41	47
2	8	17	29	42	47
2	8	18	20	38	46
2	8	18	27	29	38
2	8	18	37	38	42
2	8	19	21	34	36
2	8	19	23	42	43
2	8	20	27	34	36
2	8	20	30	32	37
2	8	20	32	35	46
2	8	21	23	43	46
2	8	21	29	30	32
2	8	23	27	37	43
2	8	23	29	41	43
2	8	27	29	32	35
2	8	29	34	36	46
2	8	30	32	41	42
2	8	32	35	37	42
2	9	12	17	35	37
2	9	12	19	38	43
2	9	12	21	23	30
2	9	12	27	32	36
2	9	12	34	38	41
2	9	17	19	35	41
2	9	17	20	29	35
2	9	17	35	42	46
2	9	18	19	42	47
2	9	18	21	46	47
2	9	18	27	37	47
2	9	18	29	41	47
2	9	19	21	34	38
2	9	20	21	38	43
2	9	20	23	30	46
2	9	20	27	34	38
2	9	20	32	36	37
2	9	21	29	32	36
2	9	23	27	29	30
2	9	23	30	37	42
2	9	27	38	41	43
2	9	29	34	38	46
2	9	29	38	42	43
2	9	32	36	41	42
3	4	12	13	19	22
3	4	12	14	40	42
3	4	12	21	44	48
3	4	12	26	41	49
3	4	13	22	27	37
3	4	13	22	29	42
3	4	13	22	41	46
3	4	14	19	27	40
3	4	14	20	21	40
3	4	14	29	40	41
3	4	14	37	40	46
3	4	19	26	46	49
3	4	19	37	44	48
3	4	20	26	37	49
3	4	20	29	44	48
3	4	21	26	42	49
3	4	41	42	44	48
3	5	12	13	22	27
3	5	12	14	40	41
3	5	12	26	29	49
3	5	13	19	22	37
3	5	13	20	22	46
3	5	13	22	41	42
3	5	14	19	29	40
3	5	14	20	27	40
3	5	14	21	37	40
3	5	14	40	42	46
3	5	19	20	44	48
3	5	19	26	41	49
3	5	20	26	42	49
3	5	21	29	44	48
3	5	26	37	46	49
3	5	27	41	44	48
3	5	37	42	44	48
3	6	12	15	19	37
3	6	12	15	21	42
3	6	12	15	29	41
3	6	13	15	40	43
3	6	13	17	26	38
3	6	13	18	47	49
3	6	13	23	34	48
3	6	13	30	32	39
3	6	14	15	23	32
3	6	14	18	34	43
3	6	14	22	35	49
3	6	14	24	26	47
3	6	14	30	38	48
3	6	15	17	22	48
3	6	15	18	36	38
3	6	15	19	20	27
3	6	15	19	41	42
3	6	15	20	21	29
3	6	15	20	37	46
3	6	15	21	37	41
3	6	15	27	37	42
3	6	15	27	41	46
3	6	15	29	42	46
3	6	15	30	44	47
3	6	17	18	24	39
3	6	17	30	35	40
3	6	17	32	34	36
3	6	18	22	32	44
3	6	22	23	30	43
3	6	22	26	34	39
3	6	22	36	40	47
3	6	23	24	38	40
3	6	23	26	36	44
3	6	24	30	36	49
3	6	24	32	35	43
3	6	26	43	48	49
3	6	34	35	38	47
3	6	34	40	44	49
3	6	35	36	39	48
3	6	38	39	43	44
3	8	13	14	30	49
3	8	13	15	22	47
3	8	13	17	39	43
3	8	13	18	38	48
3	8	13	34	36	40
3	8	14	17	35	47
3	8	14	18	24	36
3	8	14	22	32	43
3	8	14	23	26	48
3	8	15	18	23	39
3	8	15	26	32	36
3	8	15	35	40	48
3	8	15	38	43	49
3	8	17	22	26	40
3	8	17	24	32	38
3	8	17	36	44	48
3	8	18	32	40	49
3	8	18	43	44	47
3	8	22	23	24	44
3	8	22	30	36	39
3	8	22	34	48	49
3	8	23	30	34	47
3	8	23	35	36	38
3	8	24	30	43	48
3	8	24	35	39	49
3	8	26	34	35	43
3	8	26	38	39	47
3	8	30	38	40	44
3	8	32	34	39	44
3	9	13	17	22	23
3	9	13	30	40	48
3	9	13	32	43	49
3	9	13	34	38	44
3	9	13	35	39	47
3	9	14	17	32	48
3	9	14	18	26	49
3	9	14	23	30	39
3	9	14	24	38	43
3	9	14	34	35	40
3	9	15	17	24	35
3	9	15	22	32	34
3	9	15	23	36	48
3	9	15	26	30	43
3	9	15	38	40	47
3	9	17	26	39	44
3	9	17	30	36	38
3	9	18	22	43	48
3	9	18	24	30	47
3	9	18	32	38	39
3	9	18	36	40	44
3	9	22	24	39	40
3	9	22	26	35	36
3	9	22	30	44	49
3	9	23	24	34	49
3	9	23	32	44	47
3	9	26	34	47	48
3	9	34	36	39	43
3	9	35	38	48	49
4	5	12	17	23	32
4	5	12	18	35	36
4	5	12	19	21	42
4	5	12	24	30	34
4	5	12	27	37	41
4	5	12	29	37	46
4	5	13	14	26	37
4	5	13	37	44	49
4	5	14	15	46	49
4	5	14	21	39	48
4	5	15	21	26	48
4	5	15	27	40	44
4	5	17	18	19	30
4	5	17	20	24	38
4	5	17	29	34	43
4	5	17	30	36	42
4	5	18	20	35	43
4	5	18	23	24	29
4	5	18	32	34	41
4	5	19	23	35	47
4	5	19	24	32	43
4	5	20	23	34	47
4	5	22	37	40	48
4	5	22	39	46	49
4	5	23	36	38	41
4	5	24	29	36	47
4	5	24	34	35	42
4	5	26	27	39	40
4	5	29	30	35	38
4	5	29	36	41	43
4	5	30	41	43	47
4	5	32	38	42	47
4	6	12	13	21	40
4	6	12	14	22	41
4	6	12	19	39	44
4	6	12	42	48	49
4	6	13	19	37	40
4	6	13	20	29	40
4	6	13	40	41	42
4	6	14	19	22	46
4	6	14	20	22	37
4	6	14	21	22	42
4	6	19	27	48	49
4	6	20	21	48	49
4	6	27	37	39	44
4	6	29	39	42	44
4	6	29	41	48	49
4	6	37	46	48	49
4	6	39	41	44	46
4	8	12	18	20	38
4	8	12	20	32	35
4	8	12	29	30	32
4	8	12	34	36	37
4	8	17	19	42	47
4	8	17	20	41	47
4	8	17	21	29	47
4	8	17	27	46	47
4	8	18	21	27	38
4	8	18	37	38	41
4	8	18	38	42	46
4	8	19	21	30	32
4	8	19	23	41	43
4	8	20	23	27	43
4	8	20	34	36	46
4	8	21	23	37	43
4	8	21	27	32	35
4	8	21	34	36	41
4	8	23	29	43	46
4	8	27	29	34	36
4	8	27	30	32	41
4	8	30	32	37	42
4	8	32	35	37	41
4	8	32	35	42	46
4	9	12	17	35	46
4	9	12	20	23	30
4	9	12	29	32	36
4	9	12	34	37	38
4	9	17	19	20	35
4	9	17	27	35	42
4	9	17	29	35	37
4	9	18	19	41	47
4	9	18	20	27	47
4	9	18	21	37	47
4	9	18	29	46	47
4	9	19	21	32	36
4	9	19	38	42	43
4	9	20	34	38	46
4	9	20	38	41	43
4	9	21	23	27	30
4	9	21	29	38	43
4	9	21	34	38	41
4	9	23	30	37	41
4	9	23	30	42	46
4	9	27	29	34	38
4	9	27	32	36	41
4	9	27	38	43	46
4	9	32	36	37	42
5	6	12	14	22	29
5	6	12	27	39	44
5	6	12	41	48	49
5	6	13	19	20	40
5	6	13	21	29	40
5	6	13	27	40	41
5	6	13	37	40	42
5	6	14	19	22	41
5	6	14	20	22	42
5	6	14	22	37	46
5	6	19	29	48	49
5	6	19	37	39	44
5	6	20	27	48	49
5	6	20	39	44	46
5	6	21	37	48	49
5	6	39	41	42	44
5	6	42	46	48	49
5	8	12	18	38	42
5	8	12	19	23	43
5	8	12	20	34	36
5	8	12	30	32	37
5	8	12	32	35	42
5	8	17	19	27	47
5	8	17	20	29	47
5	8	17	21	42	47
5	8	17	37	41	47
5	8	18	19	38	46
5	8	18	20	21	38
5	8	18	27	37	38
5	8	19	32	35	46
5	8	20	21	32	35
5	8	21	23	41	43
5	8	21	27	34	36
5	8	21	30	32	46
5	8	23	27	43	46
5	8	23	29	37	43
5	8	27	30	32	42
5	8	27	32	35	37
5	8	29	30	32	41
5	8	29	34	36	42
5	8	34	36	41	46
5	9	12	17	21	35
5	9	12	18	19	47
5	9	12	20	34	38
5	9	12	23	30	42
5	9	12	32	36	37
5	9	17	19	35	42
5	9	17	20	35	37
5	9	17	29	35	46
5	9	18	21	41	47
5	9	18	27	46	47
5	9	18	29	37	47
5	9	19	23	30	46
5	9	19	27	38	43
5	9	20	21	23	30
5	9	20	29	38	43
5	9	21	27	34	38
5	9	21	32	36	46
5	9	21	38	42	43
5	9	23	27	30	37
5	9	27	32	36	42
5	9	29	32	36	41
5	9	29	34	38	42
5	9	34	38	41	46
5	9	37	38	41	43
6	8	13	14	26	34
6	8	13	15	30	48
6	8	13	17	18	36
6	8	13	22	23	39
6	8	13	24	32	40
6	8	13	38	43	47
6	8	14	15	17	38
6	8	14	18	22	47
6	8	14	23	30	36
6	8	14	32	44	49
6	8	15	22	36	49
6	8	15	26	43	44
6	8	15	35	39	47
6	8	17	22	24	35
6	8	17	26	39	48
6	8	17	30	32	43
6	8	18	23	24	43
6	8	18	34	38	40
6	8	18	35	48	49
6	8	22	30	34	44
6	8	22	40	43	48
6	8	23	32	34	35
6	8	23	38	44	48
6	8	24	26	38	49
6	8	24	36	44	47
6	8	26	35	36	40
6	8	30	40	47	49
6	8	32	36	38	39
6	8	34	39	43	49
6	9	13	15	24	47
6	9	13	17	35	48
6	9	13	18	39	43
6	9	13	22	34	40
6	9	13	23	32	38
6	9	13	26	30	44
6	9	14	15	40	48
6	9	14	17	18	30
6	9	14	22	23	44
6	9	14	24	32	34
6	9	14	38	47	49
6	9	15	17	26	36
6	9	15	22	30	35
6	9	15	23	34	43
6	9	17	22	32	49
6	9	17	34	38	39
6	9	18	24	40	49
6	9	18	26	38	48
6	9	18	34	44	47
6	9	22	24	26	43
6	9	22	39	47	48
6	9	23	30	48	49
6	9	23	36	39	40
6	9	24	35	36	38
6	9	26	34	35	49
6	9	30	32	36	47
6	9	30	38	40	43
